zipcode,centile,superzip,rank,city,state,adultpop,households,college,income,zip_code,latitude,longitude,city,state,county
63122,93.14919,0,1058,Saint Louis,MO,27410,10540,54.72%,101.8058,3592,44.695648,-71.387387,Pittsburg,NH,Coos
7470,93.13143,0,1059,Wayne,NJ,37298,14381,41.55%,124.3711,3595,44.26895,-71.547061,Twin Mountain,NH,Coos
11566,93.11459,0,1060,Merrick,NY,24058,10152,42.45%,122.8019,3597,44.695648,-71.387387,West Stewartstown,NH,Coos
95054,93.10559,0,1061,Santa Clara,CA,8716,2837,45.38%,117.7363,3598,44.363681,-71.610189,Whitefield,NH,Coos
27104,93.09772,0,1062,Winston Salem,NC,19940,7286,54.76%,101.5404,3601,43.195982,-72.300075,Acworth,NH,Sullivan
32779,93.08675,0,1063,Longwood,FL,20075,8706,49.63%,110.3745,3602,43.134412,-72.310623,Alstead,NH,Cheshire
60190,93.07906,0,1064,Winfield,IL,7873,3178,42.72%,122.2894,3603,43.268117,-72.370222,Charlestown,NH,Sullivan
55305,93.07312,0,1065,Hopkins,MN,13841,5002,51.79%,106.6413,3604,42.947098,-72.243029,Drewsville,NH,Cheshire
92127,93.06587,0,1066,San Diego,CA,12563,5257,50.60%,108.4432,3605,43.213615,-72.196758,Lempster,NH,Sullivan
8904,93.05974,0,1067,Highland Park,NJ,9801,3424,59.45%,93.18873,3607,43.364504,-72.193966,South Acworth,NH,Sullivan
97229,93.04929,0,1068,Portland,OR,28205,12088,51.21%,107.3265,3608,43.072239,-72.390121,Walpole,NH,Cheshire
43085,93.03709,0,1069,Columbus,OH,16269,6539,55.46%,99.86141,3609,43.138018,-72.407236,North Walpole,NH,Cheshire
1701,93.02638,0,1070,Framingham,MA,22729,8706,49.78%,109.641,3740,44.114163,-71.948852,Bath,NH,Grafton
8551,93.01918,0,1071,Ringoes,NJ,3498,1527,40.82%,125.0379,3741,43.63123,-72.057312,Canaan,NH,Grafton
8738,93.01789,0,1072,Mantoloking,NJ,1147,416,45.07%,117.684,3743,43.415993,-72.209819,Claremont,NH,Sullivan
6804,93.01461,0,1073,Brookfield,CT,10852,4515,43.83%,119.6925,3745,43.462156,-72.337149,Cornish,NH,Sullivan
18901,93.00273,0,1074,Doylestown,PA,32452,12287,47.60%,113.1859,3746,43.364504,-72.193966,Cornish Flat,NH,Sullivan
84092,92.9894,0,1075,Sandy,UT,16057,7399,45.28%,117.127,3748,43.630906,-72.116603,Enfield,NH,Grafton
95134,92.98306,0,1076,San Jose,CA,7085,2329,50.52%,108.0758,3749,43.579573,-72.08541,Enfield Center,NH,Grafton
27410,92.97241,0,1077,Greensboro,NC,31729,12413,54.23%,101.6554,3750,43.697999,-72.215182,Etna,NH,Grafton
67226,92.96105,0,1078,Wichita,KS,9617,4095,54.22%,101.6737,3751,43.44872,-72.063675,Georges Mills,NH,Sullivan
95765,92.95572,0,1079,Rocklin,CA,9823,4532,46.56%,114.8295,3752,43.417705,-72.196718,Goshen,NH,Sullivan
75023,92.94456,0,1080,Plano,TX,30871,13126,50.09%,108.7322,3753,43.463101,-72.218445,Grantham,NH,Sullivan
2066,92.93275,0,1081,Scituate,MA,12133,4812,47.95%,112.3961,3754,43.365618,-72.125562,Guild,NH,Sullivan
1982,92.92792,0,1082,South Hamilton,MA,5524,2152,52.52%,104.4589,3755,43.861077,-72.120314,Hanover,NH,Grafton
28735,92.92638,0,,Gerton,NC,71,33,69.01%,76.00425,3756,43.967542,-71.840883,Lebanon,NH,Grafton
16803,92.92321,0,1083,State College,PA,11389,4380,64.35%,84.01591,3765,44.037549,-72.046692,Haverhill,NH,Grafton
19081,92.91842,0,1084,Swarthmore,PA,6141,2470,51.54%,106.0947,3766,43.637148,-72.23546,Lebanon,NH,Grafton
2818,92.91318,0,1085,East Greenwich,RI,12901,5093,51.17%,106.6505,3768,43.801656,-72.130495,Lyme,NH,Grafton
80122,92.90377,0,1086,Littleton,CO,21416,9051,51.41%,106.2098,3769,43.786267,-72.120468,Lyme Center,NH,Grafton
1907,92.89509,0,1087,Swampscott,MA,10214,3996,50.22%,108.2627,3770,43.421675,-72.255638,Meriden,NH,Sullivan
7009,92.88974,0,1088,Cedar Grove,NJ,9264,3222,41.32%,123.5355,3771,44.268612,-72.015317,Monroe,NH,Grafton
90742,92.88694,0,1089,Sunset Beach,CA,938,234,50.85%,107.0859,3773,43.390485,-72.199659,Newport,NH,Sullivan
8816,92.87821,0,1090,East Brunswick,NJ,30884,12815,47.14%,113.4748,3774,44.077803,-72.014608,North Haverhill,NH,Grafton
44141,92.86702,0,1091,Brecksville,OH,9896,3847,47.21%,113.331,3777,43.927348,-72.10987,Orford,NH,Grafton
43023,92.86258,0,1092,Granville,OH,6256,2733,51.13%,106.5171,3779,43.948343,-72.062132,Piermont,NH,Grafton
43035,92.8589,0,1093,Lewis Center,OH,7135,3167,50.64%,107.299,3780,43.967542,-71.840883,Pike,NH,Grafton
6447,92.85587,0,1094,Marlborough,CT,3897,1629,44.32%,118.1364,3781,43.432999,-72.282596,Plainfield,NH,Sullivan
60068,92.84753,0,1095,Park Ridge,IL,26451,10484,46.26%,114.7641,3782,43.426838,-72.15471,Sunapee,NH,Sullivan
48823,92.83412,0,1096,East Lansing,MI,22441,8160,64.50%,83.29543,3784,43.644367,-72.2348,West Lebanon,NH,Grafton
76226,92.8267,0,1097,Argyle,TX,4609,2111,40.64%,124.4181,3785,43.948644,-72.080708,Woodsville,NH,Grafton
6477,92.82285,0,1098,Orange,CT,9434,3912,45.56%,115.8311,3801,43.009222,-70.950742,Portsmouth,NH,Rockingham
22003,92.81007,0,1099,Annandale,VA,37126,13889,50.27%,107.7096,3802,43.005895,-71.013202,Portsmouth,NH,Rockingham
66760,92.79986,0,,Opolis,KS,77,23,32.47%,138.3402,3803,42.92703,-71.444752,Portsmouth,NH,Rockingham
92663,92.79513,0,1100,Newport Beach,CA,17167,4474,51.62%,105.3298,3804,43.005895,-71.013202,Portsmouth,NH,Rockingham
48176,92.78716,0,1101,Saline,MI,11811,5046,46.77%,113.6749,3805,43.285282,-70.930684,Rollinsford,NH,Strafford
80482,92.78358,0,1102,Winter Park,CO,1207,333,60.56%,89.8975,3809,43.462586,-71.222455,Alton,NH,Belknap
11732,92.78249,0,1103,East Norwich,NY,2828,1083,47.49%,112.4131,3810,43.502514,-71.277387,Alton Bay,NH,Belknap
30319,92.77425,0,1104,Atlanta,GA,27154,7878,55.62%,98.39297,3811,42.878366,-71.159035,Atkinson,NH,Rockingham
89141,92.76675,0,,Las Vegas,NV,208,97,30.29%,141.9779,3812,43.883871,-71.257726,Bartlett,NH,Carroll
33067,92.76275,0,1105,Pompano Beach,FL,14385,6267,46.60%,113.8253,3813,43.797391,-71.145357,Center Conway,NH,Carroll
60083,92.7578,0,1106,Wadsworth,IL,3641,1584,40.07%,125.0811,3814,43.762429,-71.122689,Center Ossipee,NH,Carroll
97068,92.75234,0,1107,West Linn,OR,16191,6991,48.82%,109.9914,3815,43.253739,-71.109825,Center Strafford,NH,Strafford
70373,92.74789,0,,Larose,LA,39,15,76.92%,61.56573,3816,43.660752,-71.274458,Center Tuftonboro,NH,Carroll
35226,92.74274,0,1108,Birmingham,AL,18718,8019,53.38%,102.0713,3817,43.74858,-71.089796,Chocorua,NH,Carroll
22031,92.7325,0,1109,Fairfax,VA,18618,6562,53.25%,102.2321,3818,43.78892,-71.10261,Conway,NH,Carroll
16851,92.72724,0,1110,Lemont,PA,548,244,62.41%,86.39444,3819,42.926725,-71.082299,Danville,NH,Rockingham
7876,92.72507,0,1111,Succasunna,NJ,7302,3025,41.76%,121.9729,3820,43.297309,-70.992042,Dover,NH,Strafford
98103,92.71415,0,1112,Seattle,WA,32525,7916,61.73%,87.54251,3821,43.326734,-71.028427,Dover,NH,Strafford
91711,92.6994,0,1113,Claremont,CA,21186,7968,52.56%,103.3318,3822,43.326734,-71.028427,Dover,NH,Strafford
92129,92.68566,0,1114,San Diego,CA,28871,12533,50.96%,106.0477,3824,43.165772,-70.962843,Durham,NH,Strafford
7436,92.67536,0,1115,Oakland,NJ,8707,3590,41.39%,122.5156,3825,43.29779,-71.097423,Barrington,NH,Strafford
93924,92.67155,0,1116,Carmel Valley,CA,5163,1868,46.81%,113.1309,3826,42.893629,-71.14269,East Hampstead,NH,Rockingham
22043,92.66568,0,1117,Falls Church,VA,16229,5735,54.12%,100.459,3827,42.912071,-71.054245,East Kingston,NH,Rockingham
1568,92.66019,0,1118,Upton,MA,3762,1565,44.87%,116.3659,3830,43.635065,-71.009368,East Wakefield,NH,Carroll
52246,92.65604,0,1119,Iowa City,IA,11352,4053,68.80%,75.05363,3832,43.883871,-71.257726,Eaton Center,NH,Carroll
90064,92.64795,0,1120,Los Angeles,CA,18119,5875,50.55%,106.4308,3833,42.951274,-70.922262,Exeter,NH,Rockingham
8510,92.6426,0,1121,Millstone Township,NJ,1354,609,44.68%,116.5006,3835,43.306172,-71.003435,Farmington,NH,Strafford
22203,92.6384,0,1122,Arlington,VA,13940,3590,58.39%,92.88275,3836,43.823704,-71.093154,Freedom,NH,Carroll
94019,92.6312,0,1123,Half Moon Bay,CA,12317,4364,40.41%,123.8598,3837,43.446567,-71.299456,Gilmanton Iron Works,NH,Belknap
70471,92.6244,0,1124,Mandeville,LA,12480,5449,47.32%,111.9371,3838,44.050111,-71.265371,Glen,NH,Carroll
7666,92.61382,0,1125,Teaneck,NJ,26054,10193,47.87%,110.8727,3839,43.309966,-70.998256,Rochester,NH,Strafford
10709,92.60487,0,1126,Eastchester,NY,6530,2536,46.31%,113.5468,3840,43.038634,-70.809157,Greenland,NH,Rockingham
20628,92.60303,0,,Dameron,MD,189,83,35.98%,131.3419,3841,42.877438,-71.139098,Hampstead,NH,Rockingham
10913,92.6021,0,1127,Blauvelt,NY,3212,1277,39.85%,124.6077,3842,42.917389,-70.95095,Hampton,NH,Rockingham
84108,92.59752,0,1128,Salt Lake City,UT,13514,5960,58.86%,91.73598,3843,43.005895,-71.013202,Hampton,NH,Rockingham
21032,92.59222,0,1129,Crownsville,MD,5765,2181,40.26%,123.7866,3844,42.891888,-70.982601,Hampton Falls,NH,Rockingham
8043,92.58543,0,1130,Voorhees,NJ,18961,7204,46.17%,113.5951,3845,44.082716,-71.134348,Intervale,NH,Carroll
35406,92.57828,0,1131,Tuscaloosa,AL,7087,3010,54.27%,99.61297,3846,43.883871,-71.257726,Jackson,NH,Carroll
60613,92.56544,0,1132,Chicago,IL,39709,8254,61.19%,87.68373,3847,43.883871,-71.257726,Kearsarge,NH,Carroll
8822,92.54932,0,1133,Flemington,NJ,19030,7620,43.95%,117.3937,3848,42.909731,-71.102933,Kingston,NH,Rockingham
98033,92.53803,0,1134,Kirkland,WA,22077,7611,51.51%,104.2955,3849,43.902311,-71.124612,Madison,NH,Carroll
30350,92.52581,0,1135,Atlanta,GA,22419,7010,58.16%,92.80168,3850,43.707657,-71.301681,Melvin Village,NH,Carroll
60514,92.51631,0,1136,Clarendon Hills,IL,12224,4531,50.43%,106.1209,3851,43.422942,-71.011369,Milton,NH,Strafford
46530,92.50852,0,1137,Granger,IN,16171,7595,48.82%,108.8329,3852,43.326734,-71.028427,Milton Mills,NH,Strafford
94610,92.49769,0,1138,Oakland,CA,23247,6156,57.66%,93.52348,3853,43.646319,-71.282068,Mirror Lake,NH,Carroll
23221,92.4885,0,1139,Richmond,VA,10267,2567,59.25%,90.69252,3854,43.064938,-70.721596,New Castle,NH,Rockingham
21057,92.48489,0,1140,Glen Arm,MD,2849,1084,44.79%,115.5487,3855,43.459503,-71.119055,New Durham,NH,Strafford
33496,92.47969,0,1141,Boca Raton,FL,16125,6745,45.01%,115.0583,3856,43.037363,-70.978211,Newfields,NH,Rockingham
60712,92.47287,0,1142,Lincolnwood,IL,8732,3436,48.22%,109.4291,3857,42.979021,-70.891642,Newmarket,NH,Rockingham
20112,92.46722,0,1143,Manassas,VA,11813,5327,39.80%,123.9003,3858,42.937092,-71.006898,Newton,NH,Rockingham
7081,92.46092,0,1144,Springfield,NJ,11147,4043,46.70%,112.0051,3859,42.861915,-71.04002,Newton Junction,NH,Rockingham
27502,92.45005,0,1145,Apex,NC,28448,12400,51.90%,103.0402,3860,43.784643,-71.10263,North Conway,NH,Carroll
14450,92.43464,0,1146,Fairport,NY,27709,11433,51.11%,104.3386,3862,43.00027,-70.913947,North Hampton,NH,Rockingham
44122,92.41997,0,1147,Shaker Heights,OH,25774,9510,50.92%,104.6446,3864,43.667352,-71.153338,Ossipee,NH,Carroll
30324,92.40842,0,1148,Atlanta,GA,16263,3424,58.85%,90.96581,3865,42.937838,-70.926206,Plaistow,NH,Rockingham
30092,92.39767,0,1149,Norcross,GA,22930,8947,52.43%,102.0203,3866,43.41176,-71.027303,Rochester,NH,Strafford
40241,92.38686,0,1150,Louisville,KY,16481,6969,51.00%,104.4119,3867,43.326831,-70.993148,Rochester,NH,Strafford
95131,92.37743,0,1151,San Jose,CA,17875,6295,43.65%,117.0629,3868,43.349689,-70.945161,Rochester,NH,Strafford
4096,92.37086,0,1152,Yarmouth,ME,5983,2367,56.46%,94.97884,3869,43.16136,-70.942666,Rollinsford,NH,Strafford
65809,92.36742,0,1153,Springfield,MO,6613,2867,49.54%,106.8688,3870,43.010939,-70.764813,Rye,NH,Rockingham
43235,92.35851,0,1154,Columbus,OH,25836,9577,55.60%,96.37535,3871,42.980639,-70.771896,Rye Beach,NH,Rockingham
10524,92.35059,0,1155,Garrison,NY,2979,1144,46.96%,111.2624,3872,43.570694,-71.079427,Sanbornville,NH,Carroll
75202,92.34946,0,1156,Dallas,TX,1180,95,27.80%,144.2139,3873,42.922666,-71.174262,Sandown,NH,Rockingham
80116,92.34843,0,1157,Franktown,CO,2539,1153,43.01%,117.9952,3874,42.964415,-70.819897,Seabrook,NH,Rockingham
6468,92.34425,0,1158,Monroe,CT,12737,5377,41.28%,120.9713,3875,43.855269,-71.176182,Silver Lake,NH,Carroll
30076,92.33307,0,1159,Roswell,GA,28006,10830,49.72%,106.4099,3878,43.229489,-70.958264,Somersworth,NH,Strafford
55125,92.31837,0,1160,Saint Paul,MN,25463,10911,48.65%,108.2575,3882,43.704702,-70.990155,Effingham,NH,Carroll
1460,92.30986,0,1161,Littleton,MA,5586,2255,48.14%,109.0081,3883,43.883871,-71.257726,South Tamworth,NH,Carroll
19380,92.29956,0,1162,West Chester,PA,31994,12615,48.47%,108.3883,3884,43.256871,-71.171886,Strafford,NH,Strafford
6268,92.28937,0,1163,Storrs Mansfield,CT,5063,1886,57.06%,93.53263,3885,43.01295,-70.882134,Stratham,NH,Rockingham
3885,92.2868,0,1164,Stratham,NH,4321,1766,49.57%,106.4269,3886,43.647527,-71.277779,Tamworth,NH,Carroll
27713,92.27972,0,1165,Durham,NC,21502,7966,60.28%,87.97533,3887,43.459999,-71.040842,Union,NH,Carroll
12874,92.27378,0,,Silver Bay,NY,134,54,58.21%,91.532,3890,43.811782,-71.194586,West Ossipee,NH,Carroll
92656,92.26588,0,1166,Aliso Viejo,CA,28664,10990,47.75%,109.4644,3894,43.667102,-71.183597,Wolfeboro,NH,Carroll
63011,92.25095,0,1167,Ballwin,MO,25714,11114,48.66%,107.8848,3896,43.589157,-71.218894,Wolfeboro Falls,NH,Carroll
33418,92.23827,0,1168,Palm Beach Gardens,FL,20507,8180,46.26%,111.9986,3897,43.883871,-71.257726,Wonalancet,NH,Carroll
7444,92.23094,0,1169,Pompton Plains,NJ,6172,2510,42.66%,118.0828,3901,43.279539,-70.740013,Berwick,ME,York
80503,92.22456,0,1170,Longmont,CO,17077,7102,48.59%,107.809,3902,43.245785,-70.664719,Cape Neddick,ME,York
17508,92.21984,0,,Brownstown,PA,125,49,32.80%,134.9979,3903,43.182729,-70.745759,Eliot,ME,York
10901,92.21571,0,1171,Suffern,NY,14901,5698,43.59%,116.3816,3904,43.191554,-70.684607,Kittery,ME,York
50266,92.20872,0,1172,West Des Moines,IA,10572,4137,53.33%,99.55151,3905,43.094746,-70.68928,Kittery Point,ME,York
91030,92.20119,0,1173,South Pasadena,CA,16840,5921,56.48%,94.09751,3906,43.340626,-70.753996,North Berwick,ME,York
45434,92.19471,0,1174,Dayton,OH,6817,2961,48.75%,107.418,3907,43.350806,-70.731498,Ogunquit,ME,York
81657,92.19176,0,1175,Vail,CO,3925,914,60.48%,87.07439,3908,43.227549,-70.71171,South Berwick,ME,York
6812,92.18819,0,1176,New Fairfield,CT,9111,3912,40.75%,121.0524,3909,43.237891,-70.69099,York,ME,York
92118,92.1815,0,1177,Coronado,CA,15239,4958,48.14%,108.3059,3910,43.211674,-70.73201,York Beach,ME,York
94041,92.17455,0,1178,Mountain View,CA,10065,2833,54.64%,97.08407,3911,43.155465,-70.635702,York Harbor,ME,York
92604,92.16692,0,1179,Irvine,CA,17756,7253,49.48%,105.9771,4001,43.520752,-70.804588,Acton,ME,York
52245,92.15916,0,1180,Iowa City,IA,10467,3822,57.77%,91.65753,4002,43.467224,-70.738992,Alfred,ME,York
23433,92.15607,0,1181,Suffolk,VA,820,376,43.41%,116.3267,4003,43.735867,-69.995456,Bailey Island,ME,Cumberland
61704,92.14967,0,1182,Bloomington,IL,22430,9610,51.26%,102.7695,4004,43.365658,-70.604379,Bar Mills,ME,York
14472,92.14195,0,1183,Honeoye Falls,NY,5718,2364,48.79%,106.9918,4005,43.532376,-70.651859,Biddeford,ME,York
92676,92.14001,0,1184,Silverado,CA,1310,478,33.13%,133.9584,4006,43.436049,-70.3598,Biddeford Pool,ME,York
20169,92.13863,0,1185,Haymarket,VA,3782,1590,39.93%,122.2384,4007,43.45813,-70.505301,Biddeford,ME,York
61525,92.13666,0,1186,Dunlap,IL,3406,1581,49.59%,105.5599,4008,44.023162,-69.875816,Bowdoinham,ME,Sagadahoc
94043,92.13006,0,1187,Mountain View,CA,20622,6237,52.96%,99.75419,4009,43.939828,-70.747431,Bridgton,ME,Cumberland
91354,92.12138,0,1188,Valencia,CA,11010,4821,44.45%,114.3967,4010,44.163033,-70.739823,Brownfield,ME,Oxford
75010,92.116,0,1189,Carrollton,TX,8602,3567,49.58%,105.5547,4011,43.935634,-70.340652,Brunswick,ME,Cumberland
53018,92.11227,0,1190,Delafield,WI,4935,2197,41.78%,118.9615,4013,44.408078,-70.470703,Bustins Island,ME,Cumberland
94937,92.11075,0,1191,Inverness,CA,651,176,50.38%,104.1242,4014,43.365658,-70.604379,Cape Porpoise,ME,York
80121,92.1071,0,1192,Littleton,CO,12647,5361,51.09%,102.8846,4015,43.962115,-70.524465,Casco,ME,Cumberland
10578,92.10349,0,,Purdys,NY,461,194,40.35%,121.3767,4016,44.180965,-70.891727,Center Lovell,ME,Oxford
1824,92.0985,0,1193,Chelmsford,MA,17723,7076,45.29%,112.8485,4017,43.727806,-70.120437,Chebeague Island,ME,Cumberland
78231,92.0923,0,1194,San Antonio,TX,4903,2075,50.97%,102.9853,4019,44.408078,-70.470703,Cliff Island,ME,Cumberland
23059,92.08809,0,1195,Glen Allen,VA,10432,4438,48.55%,107.146,4020,43.77397,-70.791727,Cornish,ME,York
92128,92.07648,0,1196,San Diego,CA,31851,12415,50.73%,103.2939,4021,43.812676,-70.450494,Cumberland Center,ME,Cumberland
28745,92.0676,0,1197,Lake Junaluska,NC,506,197,63.83%,80.66715,4022,44.566156,-70.661557,Denmark,ME,Oxford
8852,92.06493,0,1198,Monmouth Junction,NJ,9215,3571,49.22%,105.8084,4024,43.844826,-70.688656,East Baldwin,ME,Cumberland
7030,92.05454,0,1199,Hoboken,NJ,28637,6986,59.39%,88.263,4027,43.459708,-70.91519,Lebanon,ME,York
1951,92.04617,0,1200,Newbury,MA,1894,771,46.20%,110.9812,4028,43.732391,-70.845114,East Parsonfield,ME,York
78749,92.04057,0,1201,Austin,TX,18468,7548,53.66%,98.10007,4029,43.867223,-70.547159,Sebago,ME,Cumberland
19067,92.02553,0,1202,Morrisville,PA,36367,14830,46.36%,110.67,4030,43.596921,-70.689681,East Waterboro,ME,York
97219,92.00868,0,1203,Portland,OR,24994,9212,55.77%,94.45841,4032,43.864477,-70.097543,Freeport,ME,Cumberland
6905,91.9978,0,1204,Stamford,CT,14654,5003,47.73%,108.298,4033,44.408078,-70.470703,Freeport,ME,Cumberland
94595,91.98951,0,1205,Walnut Creek,CA,15546,4490,48.89%,106.2373,4034,44.408078,-70.470703,Freeport,ME,Cumberland
20871,91.98471,0,1206,Clarksburg,MD,1962,821,40.57%,120.5529,4037,44.044292,-70.964418,Fryeburg,ME,Oxford
23103,91.98346,0,1207,Manakin Sabot,VA,2595,1158,43.35%,115.6821,4038,43.803689,-70.355188,Gorham,ME,Cumberland
27927,91.98259,0,1208,Corolla,NC,553,224,55.70%,94.39303,4039,43.878567,-70.328889,Gray,ME,Cumberland
98177,91.97871,0,1209,Seattle,WA,13605,5380,51.67%,101.3259,4040,43.992681,-70.357119,Harrison,ME,Cumberland
93634,91.97496,0,,Lakeshore,CA,24,4,75%,61.02177,4041,43.879628,-70.826188,Hiram,ME,Oxford
12148,91.97441,0,1210,Rexford,NY,2001,854,48.53%,106.623,4042,43.584232,-70.624391,Hollis Center,ME,York
64158,91.97346,0,1211,Kansas City,MO,1441,650,50.73%,102.8192,4043,43.494679,-70.54921,Kennebunk,ME,York
66226,91.97192,0,1212,Shawnee,KS,4205,1941,50.75%,102.7708,4046,43.534125,-70.607475,Kennebunkport,ME,York
1519,91.96971,0,1213,Grafton,MA,3805,1587,47.73%,107.9358,4047,43.744987,-70.909196,Parsonsfield,ME,York
6611,91.96216,0,1214,Trumbull,CT,23717,9759,43.38%,115.3905,4048,43.661222,-70.83448,Limerick,ME,York
80474,91.95557,0,,Rollinsville,CO,264,90,43.56%,115.0793,4049,43.703854,-70.748668,Limington,ME,York
85749,91.95201,0,1215,Tucson,AZ,12712,5586,47.55%,108.2065,4050,44.408078,-70.470703,Long Island,ME,Cumberland
10989,91.94666,0,1216,Valley Cottage,NY,6795,2449,41.99%,117.7834,4051,44.139839,-70.886741,Lovell,ME,Oxford
60004,91.93471,0,1217,Arlington Heights,IL,36731,14664,46.78%,109.5167,4053,44.408078,-70.470703,Merepoint,ME,Cumberland
7981,91.92297,0,1218,Whippany,NJ,6078,2359,41.21%,118.9851,4054,43.276341,-70.597752,Moody,ME,York
48334,91.91769,0,1219,Farmington,MI,13141,4929,48.63%,106.2072,4055,43.957208,-70.639546,Naples,ME,Cumberland
3870,91.91303,0,1220,Rye,NH,3815,1458,53.34%,98.01247,4056,43.658378,-70.868871,Newfield,ME,York
92106,91.90849,0,1221,San Diego,CA,12762,4190,48.61%,106.1196,4057,44.408078,-70.470703,North Bridgton,ME,Cumberland
27408,91.90147,0,1222,Greensboro,NC,12777,4948,54.38%,96.17006,4061,43.54209,-70.710773,North Waterboro,ME,York
92024,91.88893,0,1223,Encinitas,CA,32917,11750,49.86%,103.9241,4062,43.911381,-70.396652,Windham,ME,Cumberland
22151,91.87677,0,1224,Springfield,VA,11384,4296,46.12%,110.3667,4063,43.504889,-70.385703,Ocean Park,ME,York
91207,91.8716,0,1225,Glendale,CA,7477,2800,47.49%,107.9293,4064,43.411837,-70.469526,Old Orchard Beach,ME,York
94956,91.86912,0,1226,Point Reyes Station,CA,1561,561,54.45%,95.93208,4066,43.779982,-69.975477,Orrs Island,ME,Cumberland
21163,91.86813,0,1227,Woodstock,MD,2015,803,37.57%,125.017,4068,43.848322,-70.935379,Porter,ME,Oxford
45458,91.86279,0,1228,Dayton,OH,17444,7099,48.34%,106.4439,4069,43.894983,-70.189159,Pownal,ME,Cumberland
45242,91.85378,0,1229,Cincinnati,OH,15403,6363,50.71%,102.3459,4070,43.576983,-70.273642,Scarborough,ME,Cumberland
19003,91.84709,0,1230,Ardmore,PA,8947,3147,54.31%,96.14521,4071,43.906227,-70.465928,Raymond,ME,Cumberland
94903,91.83873,0,1231,San Rafael,CA,21543,7202,48.07%,106.8309,4072,43.541241,-70.666387,Saco,ME,York
60464,91.83099,0,1232,Palos Park,IL,6634,2538,40.49%,119.8533,4073,43.576196,-70.630569,Sanford,ME,York
8648,91.82417,0,1233,Lawrence Township,NJ,18231,6874,48.66%,105.7613,4074,43.724562,-70.375162,Scarborough,ME,Cumberland
94576,91.81911,0,,Deer Park,CA,186,78,57.53%,90.3277,4075,43.796053,-70.552183,Sebago Lake,ME,Cumberland
19348,91.81569,0,1234,Kennett Square,PA,12280,4716,45.88%,110.2712,4076,43.510275,-70.77159,Shapleigh,ME,York
80455,91.81223,0,,Jamestown,CO,328,100,58.84%,87.85503,4077,43.910029,-70.524524,South Casco,ME,Cumberland
5445,91.8115,0,1235,Charlotte,VT,2332,1024,55.87%,92.95728,4078,43.820774,-70.120781,South Freeport,ME,Cumberland
80104,91.80556,0,1236,Castle Rock,CO,19324,8652,45.83%,110.2477,4079,43.78105,-69.995537,Harpswell,ME,Cumberland
15367,91.79935,0,1237,Venetia,PA,3306,1445,45.83%,110.2241,4081,44.566156,-70.661557,South Waterford,ME,Oxford
81236,91.7982,0,1238,Nathrop,CO,851,358,48.65%,105.3416,4082,44.408078,-70.470703,South Windham,ME,Cumberland
95066,91.79525,0,1239,Scotts Valley,CA,9907,3978,41.83%,117.0903,4083,43.465941,-70.748295,Springvale,ME,York
14526,91.78885,0,1240,Penfield,NY,13408,5503,50.58%,102.0059,4084,43.804454,-70.554905,Standish,ME,Cumberland
10962,91.784,0,1241,Orangeburg,NY,4241,1406,39.40%,121.2354,4085,43.771934,-70.639561,Steep Falls,ME,Cumberland
40502,91.77765,0,1242,Lexington,KY,18904,6817,55.83%,92.8226,4086,43.981404,-69.937793,Topsham,ME,Sagadahoc
8512,91.77064,0,1243,Cranbury,NJ,6682,2608,46.27%,109.2722,4087,43.573684,-70.749181,Waterboro,ME,York
91024,91.76659,0,1244,Sierra Madre,CA,8068,2714,49.59%,103.5475,4088,44.566156,-70.661557,Waterford,ME,Oxford
77586,91.76086,0,1245,Seabrook,TX,12785,5151,47.74%,106.6165,4090,43.429659,-70.671274,Wells,ME,York
66085,91.7564,0,1246,Stilwell,KS,3458,1592,46.01%,109.522,4091,44.408078,-70.470703,West Baldwin,ME,Cumberland
66610,91.75422,0,1247,Topeka,KS,4478,2101,49.44%,103.5475,4092,43.855116,-70.568534,Westbrook,ME,Cumberland
88268,91.75298,0,,Whites City,NM,30,16,33.33%,131.304,4093,43.653805,-70.622959,Buxton,ME,York
11977,91.75256,0,1248,Westhampton,NY,1490,577,46.51%,108.5753,4094,43.406101,-70.573255,West Kennebunk,ME,York
48335,91.74766,0,1249,Farmington,MI,16397,5780,50.09%,102.3707,4095,43.601018,-70.902676,West Newfield,ME,York
57108,91.74207,0,1250,Sioux Falls,SD,3925,1788,46.17%,109.1035,4096,43.798227,-70.171979,Yarmouth,ME,Cumberland
97225,91.73677,0,1251,Portland,OR,15395,5546,53.27%,96.83824,4097,43.837951,-70.200114,North Yarmouth,ME,Cumberland
95064,91.7323,0,1252,Santa Cruz,CA,879,366,69.62%,68.649,4098,44.408078,-70.470703,Westbrook,ME,Cumberland
46220,91.72496,0,1253,Indianapolis,IN,25867,8721,55.46%,93.03313,4101,43.658784,-70.262393,Portland,ME,Cumberland
17748,91.71784,0,,Mc Elhattan,PA,84,41,44.05%,112.6864,4102,43.74275,-70.44338,Portland,ME,Cumberland
29928,91.71407,0,1254,Hilton Head Island,SC,13615,5178,49.77%,102.8009,4103,43.68826,-70.289844,Portland,ME,Cumberland
12211,91.70824,0,1255,Albany,NY,7622,3029,45.00%,110.9904,4104,43.84649,-70.464839,Portland,ME,Cumberland
60202,91.69997,0,1256,Evanston,IL,22544,7744,58.72%,87.31892,4105,43.73928,-70.270696,Falmouth,ME,Cumberland
